content,sentiments,label
"万一想了三十秒还不能让面试官满意的话死定了
",0.9736166192378527,1
"北大真是吃香
",0.574549474228723,0
"这个是面试满分回答
",0.8606876137716232,1
"尬死了
",0.2927997833629108,-1
"一个月能做这么多hhh
",0.43020773222388864,0
"你一个明星，连一本分都够不上，就算了吧
",0.7151079709502633,1
"这应该是挑交易员的
",0.8036239775574524,1
"责任绝对是副产品
",0.33011593732950306,-1
"投资看收益率啊，大姐，你还没睡醒吗
",0.11538264790230068,-1
"企业是以营利为目的，你以为搞慈善啊，哈哈，讲责任
",0.7810864496282188,1
"招金融销售，哈哈哈
",0.8686485803015954,1
"买靠专业，卖靠资源
",0.6107544048825299,0
"投行全称就是投资银行。。。
",0.8649130300302387,1
"是的～
",0.5533980582524269,0
"喜欢这两位 实力人品兼具
",0.8922938256312103,1
"呵呵呵 一个个 
",0.6642726380153003,0
"随时被封的可能
",0.3486014984000454,0
"我喜欢赵一恋
",0.9697599585979945,1
"金融超级贵的 而且学硕主要偏向学术 应该和立即就业目的不太符合
",0.9993841028072218,1
"不aggressive不等同于佛系
",0.14620308492361556,-1
"好拉啊
",0.8571428571428571,1
"帝国理工的金融？。
",0.9769182410188288,1
"同意同意
",0.19343787396983236,-1
"华泰宣传片，在金融行业华泰并不是高学历集中地
",0.7521120191151697,1
"这些都是按颜值选的，更适合前台部门
",0.3225242936784999,-1
"金融就是掮客，吃两头
",0.7518632306987569,1
"已经过剩了
",0.5,0
"泛泛而谈 万能模版 套在任何一个人身上都能说
",0.07588048015394111,-1
"太加戏了
",0.3205815415310954,-1
"竟然没准备吗？？
",0.02471510334991056,-1
"能力说话 在场学历都很强
",0.5769286182248353,0
"先把蛋糕做大
",0.8828627997611695,1
"券商华泰最强吗
",0.49700624402433236,0
"难道想跟茅台做竞争么
",0.31126934844334353,-1
"他就说了两句话呀，
",0.32219124634575325,-1
"任嘉伦是在听歌吗
",0.505916752748402,0
"因为是专硕不是学硕
",0.6394664121512406,0
"埃塞克就是不一样
",0.34527875471283087,0
"这种感觉就像做慈善
",0.915579391124815,1
"为什么他的问题不是从简历上来问的…
",0.5418722468720593,0
"一开始别人说两枚的时候他要加码，别人举了牌子已经，他要all in 竞争意识不强
",0.28840669144767195,-1
"我真的不觉得高盛会给她return，如果她不是vip、妹子人挺好，但实在业务能力差
",0.3861717367820654,0
"有没有因为是要找工作不知道怎么面试来看这个的
",0.7094654983100922,1
"真牛
",0.629013869250456,0
"迷之bgm p
",0.7085923308003611,1
"这表面上是个辩论题，实质上考的就是概念
",0.8207128479639799,1
"中文才是yyds！！！
",0.40308505268961103,0
"就是研究生读完过了三年发现行业更卷了，当时本科能去反到三年后成为研究生却进不去了
",0.992890415821043,1
"完全能理解这里哭的同学
",0.933461120654308,1
"我觉得这个象限对于他们是最容易的 专业知识
",0.9337254704112304,1
"哈哈哈哈哈
",0.8684210526315791,1
"马东老师怎么哪里都在
",0.8771827510928659,1
"22.8的收益，比我做题时给的收益率高
",0.9832256771555488,1
"发行股票和购买股票是需要券商的
",0.8918337560075575,1
"这话听听就行了，投资自己却脱离市场，很多时候就是在给自己挖坑
",0.8903039659040755,1
"来看陈姐
",0.5618565332226944,0
"他长得像干金融的 气场强大
",0.9860637809194321,1
"？？？？？？？？？？？
",0.1428571428571429,-1
"nicesu目前为止回答的很不错啊
",0.7602525283832857,1
"这都啥水平啊(」゜ロ゜)」
",0.4239644393995752,0
"哈？？？
",0.09195402298850586,-1
"……前台才是打基础知识的阶段啊少年！！
",0.7827181778731832,1
"实习生，一个月……
",0.5300384891870258,0
"只是说明他们和这个公司文化合不来，仅此而已。
",0.46102317511482804,0
"这里合格的并不代表比落了的人优秀好吧
",0.8631123356821142,1
"竟然不能贷款打价，失策
",0.08209314801218315,-1
"打上去啊
",0.4968137583127864,0
"就算不拿下，也得给他把价格打上去
",0.3324835740713292,-1
"利润不到一半了啊
",0.08508681795626405,-1
"还能争，利润还有一半
",0.14202379944117582,-1
"让了
",0.5262327818078083,0
"第一号竞拍保留实力得好，之后看情况银行贷款直接吃个大的。
",0.2033279113378469,-1
"英语比中文好就留在英语系国家啊
",0.7457675510578674,1
"要我就直接说了“哎！您说的很对，我们也可以考虑下沉市场或者对，是我没考虑好目标客户”
",0.4901358378840477,0
"说得对
",0.39041446358519516,0
"不错，突然理解这个环节其实产品什么的都无所谓，导师是在看你怎么去推销，和口才表现，所以什么酒都不重要
",0.5587805291246974,0
"这个开始感觉不错，内容很有让投资人听的欲望
",0.9566886026114606,1
"out，做这个最最最重要的就是要听进对方说什么，而不是固执己见让别人接受自己的观点
",0.9202813043025958,1
"？？？？？
",0.16666666666666674,-1
"这个行业学历真的只是敲门砖，之上之下什么都不是。最后都看成绩的
",0.7809940502314461,1
"说点具体的啊，假大空太多了
",0.13009287499575561,-1
"看好申紫豪豪
",0.901524901376586,1
"感谢up主
",0.7501170666121462,1
"啥玩意
",0.13043478260869557,-1
"多一点这样的节目
",0.28920280305013524,-1
"怎么就渣男了？
",0.5403125826022804,0
"啊，这。。。
",0.4843517138599106,0
"商科读研好贵的
",0.9836035884686606,1
"搁这搞慈善呢
",0.3361265388169783,0
"皇帝的新衣
",0.7968950890553715,1
"卖暗物质，卖广义相对论空间？
",0.1164451581640209,-1
"情商堪忧
",0.46247575640487115,0
"着装可以借鉴
",0.5572034379621918,0
"有没有辩论经验差了太多了
",0.016241365635570437,-1
"好精彩
",0.7981354561701685,1
"裂开了，还真卖货
",0.09592871073263554,-1
"小提醒：说话的时候要自信的看导师，不要到处转哦
",0.9743991578458892,1
"大家这个气质都好棒啊！！
",0.8298348575619646,1
"这个苏俊鑫小哥哥好好康
",0.9960748740016658,1
"小姐姐酒窝好可爱
",0.9820750768020537,1
"总要有些好看的年轻人，不然受众会窄，这个小姐姐挺可爱
",0.9957997738409031,1
"感谢up主
",0.7501170666121462,1
"尴尬
",0.32258064516129026,-1
"不要一直区块链就以为是玩币
",0.10377510447576022,-1
"呃呃呃呃呃
",0.5262327818078083,0
"博弈论来了
",0.7499999999999999,1
"？
",0.5262327818078083,0
"这个女生好看
",0.720450808002971,1
"哈佛排在最后吗
",0.5690471692886659,0
"复旦快20w
",0.911045493529663,1
"超过50%的收益都值得博弈啊，42最高能接受21枚，21枚以下买入都不算亏
",0.9929580557611571,1
"这也不行，卖产品一定要知道目标客户群是谁，要有针对性，中年人的白酒，售价还这么高，真卖肯定血本无归
",0.7727322369645171,1
"/
",0.5262327818078083,0
"台湾腔哈哈
",0.9223840882542211,1
"路演就是拉投资鸭
",0.6854922101294803,1
"哈哈，侮辱性极强
",0.39506921701755704,0
"回到了当年找工作做管培生的时光
",0.9342808222255474,1
"这口条
",0.5158934305297123,0
"庄总，咋变人力了。。。
",0.8261375008764726,1
"苏俊鑫好照顾自建啊
",0.9981922193168994,1
"我能理解
",0.6498855835240274,0
"参与复印哈哈哈
",0.9413444437557982,1
"卷得不能再卷了
",0.19182287040691992,-1
"果然有策略也有运气
",0.8571836216898355,1
"可能条件是不太好。。领带看起来都不太有别人的有质感
",0.06227071949416907,-1
"...梭哈就傻了
",0.7519413434751956,1
"这个就比较真实了
",0.7577092511013216,1
"这个有点东西
",0.4388259470932905,0
"白酒的增长价值都没搞清楚。。。
",0.2735391423616662,-1
"？
",0.5262327818078083,0
"金融比较假大空
",0.9261449596116647,1
"佛系的人谁进投行啊
",0.8288122331898204,1
"我也喜欢！
",0.6994590939824207,1
"人
",0.5702515177797052,0
"这笔做人都不会
",0.4132371173446503,0
"念读机吗？
",0.972226299775106,1
"笑死我了
",0.4913691286285672,0
"不谈钱做什么金融？
",0.7975452941824742,1
"die out这帮人
",0.6217241056081639,0
"尬的我呼吸困难，
",0.7217373176446897,1
"哈哈哈哈哈哈哈哈
",0.9751349273004098,1
"为啥不早借……
",0.0863396966833565,-1
"空气
",0.5229357798165136,0
"他说的应该是债务debt吧
",0.608970490460161,0
" 双子座？
",0.5874127495371587,0
"华泰证券这是
",0.307147518067983,-1
"周末不开市，三点闭市，你加班干球啊
",0.06874988610370436,-1
"离谱。。。。
",0.2665709029695946,-1
"这磨皮磨得过份了点
",0.2386633033133142,-1
"这也能扯到实现梦想
",0.8890450564183724,1
"应对的很好
",0.9837343475355683,1
"她可以去公关比尔盖茨试试
",0.8752930477947476,1
"这……
",0.6382252559726964,0
"我们线上四轮才到无领导小组群面
",0.09022664661220803,-1
"刚刚面试完，无领导小组群面
",0.6420797792620222,0
"我们蔡元培hhh
",0.8020859269935734,1
"ebit?
",0.5,0
"我山东蓝翔高材生有说什么吗
",0.6694467803280197,1
"有点空
",0.4388489208633094,0
"好家伙2333
",0.6070326781070209,0
"加一，一眼就喜欢了
",0.6784048612985483,1
"聚乙烯可以变成混凝土我也是第一次听说
",0.22844599238030583,-1
"有的
",0.5262327818078083,0
"卷！
",0.47058823529411753,0
"笑起来有点像池昌旭
",0.8362829599107274,1
"理性要大于感性
",0.950369738191337,1
"卖情怀了
",0.7754933534430077,1
"苦情牌
",0.49375411042752404,0
"张良算佛系吗？只是对成功的定义不同罢了
",0.573309365891513,0
"你个ED 他们敢和你抢么
",0.3045305556111485,-1
"这是故意压一下，怕他心高气傲
",0.08562682480046957,-1
"苏俊鑫好帅
",0.9043638292357026,1
"老酒 醇而弥香
",0.8500214766892137,1
"搞金融的，不以金钱定价，这是不务专业
",0.24764997593496052,-1
"好好的投行 拍出了地摊撸串的感觉
",0.8036618822978495,1
"哈哈哈哈哈哈哈哈
",0.9751349273004098,1
"？？？？？？？这么突然
",0.5,0
"备好的
",0.6707841948417942,1
"好无语
",0.49760233484113137,0
"表达好奇怪
",0.5599781205492301,0
"不一定学校好，能力就高
",0.9884148994700958,1
"咋就一集？？
",0.26861344810485843,-1
"说实话，这种调研数据不是很常见吗……
",0.5426122857790324,0
"老师哈帅哥
",0.9074303722050633,1
"就这
",0.5262327818078083,0
"小小年纪咋这么油
",0.7882888190915733,1
"不老实，抓紧滚
",0.5576863892972729,0
"呃，这是平行宇宙吗
",0.9890146070072153,1
"券商见谁不都是装孙子啊
",0.43667434494373236,0
"招销售
",0.06009891141528101,-1
"学会骗鬼
",0.4233440388761436,0
"卖给老爹就ok
",0.5094686611803871,0
"哟ngo
",0.5,0
"。。这人是不是不知道区块链是什么
",0.03387288511348818,-1
"假
",0.5,0
"水瓶座？
",0.5874127495371587,0
"这位哥是打情感牌的吗……
",0.8002748544700407,1
"金融面试都这样啊
",0.9926322696954034,1
"为什么不哭啊……换我我也难受，多好的机会啊……
",0.678336378272478,1
"是因为英文加持，考核官顿时感觉自己也跟着高大上了吗
",0.7860007957722569,1
"gs的return沦落到这里 ...
",0.9467992881697715,1
"不行，作为投资人首先看重的是收益，其他附加的都是你有好的收益后再想吧
",0.9961083491007775,1
"一句话就是实现资产增值，也就是赚钱
",0.43572426573615786,0
"一瞬间以为在饭店哈哈哈
",0.9893865505158757,1
"专硕很贵，金融学硕也不便宜
",0.6436192572988453,0
"佛系对于他们可不太好
",0.29920754345752043,-1
"有意思吗 面试难道不是挖掘特质和能力的吗
",0.9988980997444018,1
"这些人谁不能用英文交流
",0.4409971358473421,0
"因为家住的远，没读过研究生就能够被特殊照顾吗？
",0.9923267223606255,1
"帝国理工也就那个样子吧。
",0.8161882003408872,1
"谭鱼头？
",0.47552325979088694,0
"这老师厉害
",0.7858299864689019,1
"卷的厉害
",0.3100901285050105,-1
"哈哈哈哈逗死了
",0.4676945394493718,0
"？
",0.5262327818078083,0
"双子座真实了
",0.800338886602034,1
"说还好的如果人家家里等钱用呢
",0.5781745573753458,0
"啊？
",0.5262327818078083,0
"为什么不行？
",0.26171874999999967,-1
"你在说啥呢
",0.39041446358519516,0
"哈哈哈哈哈哈说得好
",0.974873815270988,1
"所以先举没用吗
",0.16216136835121342,-1
"我觉得定价高了
",0.38246320052303007,0
"？
",0.5262327818078083,0
"马田
",0.5,0
"投资大部分都是想从中获取利益吧
",0.9652992294733511,1
"这个滤镜好吃妆啊
",0.8198079359280946,1
"卖空气？
",0.5,0
"金专很贵 尤其名校
",0.7902381276292881,1
"然后面试都没进
",0.6476890276500136,0
"卖空气啊，之前不是还有新闻吗？
",0.6351553408599507,0
"My
",0.5,0
"对你还好  对别人来说不一定啊
",0.7191414288783591,1
"搁着面环保组织呢
",0.21369108656921143,-1
"空手套白狼
",0.6454599751941472,0
"导师学历这么拉
",0.8937661489617742,1
"哈哈哈哈佛大学最后一名吗
",0.9812193266878494,1
"帝国理工那个应该没发挥好(✪▽✪)！！！
",0.8300177173518399,1
"没给帝国理工！！女导师给帅哥！！！
",0.6258062891167296,0
"女孩儿加
",0.9135432523231888,1
"21
",0.30434782608695654,-1
"19
",0.3384615384615387,0
"她说对了
",0.16121571781329036,-1
"那其它地方也得投啊
",0.3657443445884062,0
"她就是让你买卖那个衡量的！！！
",0.29436636031326224,-1
"帝国理工在英国什么概念？美国哈佛普林斯顿中国北大清华？
",0.9996571429143665,1
"……要是客户英文不好怎么办
",0.16598641709115491,-1
"道德绑架资本（狗头）
",0.9969091921420611,1
"这算用道德绑架资本吗
",0.9938374315989611,1
"太卷了
",0.29548665553120224,-1
"半吨 那边过来打卡
",0.5623784486365387,0
"徐涛
",0.5,0
"那为啥非得读专硕
",0.20496579483023747,-1
"剑桥的小女生
",0.5138472127825107,0
"学历高不一定就好 剑桥的也不过如此
",0.6384528637462445,0
"晕，当然是投钱赚钱同时让世界变好啊，但主要还是赚钱
",0.4515009291502301,0
